date,city,hpi
2012-09-30,Mumbai,232.4
2012-12-31,Mumbai,248.5
2012-12-31,Mumbai,169.250034444999
2013-03-31,Mumbai,166.174440116093
2013-03-31,Mumbai,248.6
2013-06-30,Mumbai,173.924629478224
2013-09-30,Mumbai,186.6658464202
2013-12-31,Mumbai,203.552536647662
2014-03-31,Mumbai,212.483680065407
2014-06-30,Mumbai,223.3
2014-09-30,Mumbai,238.7
2014-12-31,Mumbai,243.367690359235
2015-03-31,Mumbai,267.314918621747
2015-06-30,Mumbai,259.774701224432
2015-09-30,Mumbai,264.707425864433
2015-12-31,Mumbai,282.452659843016
2016-03-31,Mumbai,288.898150726562
2016-06-30,Mumbai,302.564732546998
2016-09-30,Mumbai,311.560913140895
2016-12-31,Mumbai,337.070385591639
2017-03-31,Mumbai,335.786994309803
2017-06-30,Mumbai,341.259222941454
2017-09-30,Mumbai,344.369999342049
2017-12-31,Mumbai,354.046816410602
2018-03-31,Mumbai,362.227471882055
2018-06-30,Mumbai,360.585044656723
2018-09-30,Mumbai,369.991697146934
2018-12-31,Mumbai,386.280063344108
2019-03-31,Mumbai,370.349768942178
2019-06-30,Mumbai,370.688474396463
2019-09-30,Mumbai,371.850731430303
2019-12-31,Mumbai,392.0
2020-03-31,Mumbai,395.5
2020-06-30,Mumbai,396.236967037404
2020-09-30,Mumbai,397.49541862903
2020-12-31,Mumbai,398.1
2021-03-31,Mumbai,398.4
2021-06-30,Mumbai,394.9
2021-09-30,Mumbai,395.540488027138
2021-12-31,Mumbai,397.2
2022-03-31,Mumbai,396.825664481841
2022-06-30,Mumbai,397.982641597108
2022-09-30,Mumbai,411.364271036338
2022-12-31,Mumbai,400.945874608861
2023-03-31,Mumbai,414.846889084127
2023-06-30,Mumbai,415.821492170871
2023-09-30,Mumbai,425.77505647836
2023-12-31,Mumbai,413.343033985552
2024-03-31,Mumbai,416.888557539304
2024-06-30,Mumbai,418.76356922846
2024-09-30,Mumbai,418.992287607405
2024-12-31,Mumbai,420.935047347707
2025-03-31,Mumbai,417.802765153853
,Mumbai,
,Mumbai,
,Mumbai,
,Mumbai,
,Mumbai,
,Mumbai,
,Mumbai,
